 1.00000000e+00  1.80000000e+00  0.00000000e+00 -2.13355200e-12 
                                 1.00000000e-07 -2.13355200e-12 
                                 2.00000000e-07 -2.13355200e-12 
                                 4.00000000e-07 -2.13355200e-12 
                                 8.00000000e-07 -2.13355200e-12 
                                 1.60000000e-06 -2.13355200e-12 
                                 3.20000000e-06 -2.13355200e-12 
                                 6.40000000e-06 -2.13355200e-12 
                                 1.28000000e-05 -2.13355200e-12 
                                 2.28000000e-05 -2.13355200e-12 
                                 3.28000000e-05 -2.13355200e-12 
                                 4.28000000e-05 -2.13355200e-12 
                                 5.28000000e-05 -2.13355200e-12 
                                 6.28000000e-05 -2.13355200e-12 
                                 7.28000000e-05 -2.13355200e-12 
                                 8.28000000e-05 -2.13355200e-12 
                                 9.28000000e-05 -2.13355200e-12 
                                 1.02800000e-04 -2.13355200e-12 
                                 1.12800000e-04 -2.13355200e-12 
                                 1.22800000e-04 -2.13355200e-12 
                                 1.32800000e-04 -2.13355200e-12 
                                 1.42800000e-04 -2.13355200e-12 
                                 1.52800000e-04 -2.13355200e-12 
                                 1.62800000e-04 -2.13355200e-12 
                                 1.72800000e-04 -2.13355200e-12 
                                 1.82800000e-04 -2.13355200e-12 
                                 1.92800000e-04 -2.13355200e-12 
                                 2.02800000e-04 -2.13355200e-12 
                                 2.12800000e-04 -2.13355200e-12 
                                 2.22800000e-04 -2.13355200e-12 
                                 2.32800000e-04 -2.13355200e-12 
                                 2.42800000e-04 -2.13355200e-12 
                                 2.52800000e-04 -2.13355200e-12 
                                 2.62800000e-04 -2.13355200e-12 
                                 2.72800000e-04 -2.13355200e-12 
                                 2.82800000e-04 -2.13355200e-12 
                                 2.92800000e-04 -2.13355200e-12 
                                 3.02800000e-04 -2.13355200e-12 
                                 3.12800000e-04 -2.13355200e-12 
                                 3.22800000e-04 -2.13355200e-12 
                                 3.32800000e-04 -2.13355200e-12 
                                 3.42800000e-04 -2.13355200e-12 
                                 3.52800000e-04 -2.13355200e-12 
                                 3.62800000e-04 -2.13355200e-12 
                                 3.72800000e-04 -2.13355200e-12 
                                 3.82800000e-04 -2.13355200e-12 
                                 3.92800000e-04 -2.13355200e-12 
                                 4.02800000e-04 -2.13355200e-12 
                                 4.12800000e-04 -2.13355200e-12 
                                 4.22800000e-04 -2.13355200e-12 
                                 4.32800000e-04 -2.13355200e-12 
                                 4.42800000e-04 -2.13355200e-12 
                                 4.52800000e-04 -2.13355200e-12 
                                 4.62800000e-04 -2.13355200e-12 
                                 4.72800000e-04 -2.13355200e-12 
                                 4.82800000e-04 -2.13355200e-12 
                                 4.92800000e-04 -2.13355200e-12 
                                 5.02800000e-04 -2.13355200e-12 
                                 5.12800000e-04 -2.13355200e-12 
                                 5.22800000e-04 -2.13355200e-12 
                                 5.32800000e-04 -2.13355200e-12 
                                 5.42800000e-04 -2.13355200e-12 
                                 5.52800000e-04 -2.13355200e-12 
                                 5.62800000e-04 -2.13355200e-12 
                                 5.72800000e-04 -2.13355200e-12 
                                 5.82800000e-04 -2.13355200e-12 
                                 5.92800000e-04 -2.13355200e-12 
                                 6.02800000e-04 -2.13355200e-12 
                                 6.12800000e-04 -2.13355200e-12 
                                 6.22800000e-04 -2.13355200e-12 
                                 6.32800000e-04 -2.13355200e-12 
                                 6.42800000e-04 -2.13355200e-12 
                                 6.52800000e-04 -2.13355200e-12 
                                 6.62800000e-04 -2.13355200e-12 
                                 6.72800000e-04 -2.13355200e-12 
                                 6.82800000e-04 -2.13355200e-12 
                                 6.92800000e-04 -2.13355200e-12 
                                 7.02800000e-04 -2.13355200e-12 
                                 7.12800000e-04 -2.13355200e-12 
                                 7.22800000e-04 -2.13355200e-12 
                                 7.32800000e-04 -2.13355200e-12 
                                 7.42800000e-04 -2.13355200e-12 
                                 7.52800000e-04 -2.13355200e-12 
                                 7.62800000e-04 -2.13355200e-12 
                                 7.72800000e-04 -2.13355200e-12 
                                 7.82800000e-04 -2.13355200e-12 
                                 7.92800000e-04 -2.13355200e-12 
                                 8.02800000e-04 -2.13355200e-12 
                                 8.12800000e-04 -2.13355200e-12 
                                 8.22800000e-04 -2.13355200e-12 
                                 8.32800000e-04 -2.13355200e-12 
                                 8.42800000e-04 -2.13355200e-12 
                                 8.52800000e-04 -2.13355200e-12 
                                 8.62800000e-04 -2.13355200e-12 
                                 8.72800000e-04 -2.13355200e-12 
                                 8.82800000e-04 -2.13355200e-12 
                                 8.92800000e-04 -2.13355200e-12 
                                 9.02800000e-04 -2.13355200e-12 
                                 9.12800000e-04 -2.13355200e-12 
                                 9.22800000e-04 -2.13355200e-12 
                                 9.32800000e-04 -2.13355200e-12 
                                 9.42800000e-04 -2.13355200e-12 
                                 9.52800000e-04 -2.13355200e-12 
                                 9.62800000e-04 -2.13355200e-12 
                                 9.72800000e-04 -2.13355200e-12 
                                 9.82800000e-04 -2.13355200e-12 
                                 9.92800000e-04 -2.13355200e-12 
                                 1.00280000e-03 -2.13355200e-12 
