 0.00000000e+00  0.00000000e+00 
 1.00000000e-11  7.37680035e-12 
 1.08403352e-11  8.05353640e-12 
 1.25210055e-11  9.53090994e-12 
 1.58823462e-11  1.33694341e-11 
 2.26050275e-11  2.63382594e-11 
 3.60503902e-11  9.38472131e-11 
 6.29411157e-11  6.59900599e-10 
 1.16722567e-10  7.25532280e-09 
 1.85259338e-10  4.24821268e-08 
 2.80494048e-10  2.14501753e-07 
 4.20952522e-10  1.06926689e-06 
 6.33148194e-10  5.43037250e-06 
 9.52358153e-10  2.76193904e-05 
 1.41857022e-09  1.34519294e-04 
 1.93286160e-09  4.50011780e-04 
 2.64526444e-09  1.54993540e-03 
 3.57143470e-09  5.05207022e-03 
 4.57143470e-09  1.32281415e-02 
 5.57143470e-09  2.84976367e-02 
 6.57143470e-09  5.40019713e-02 
 7.57143470e-09  9.33785980e-02 
 8.57143470e-09  1.50723241e-01 
 9.57143470e-09  2.30553691e-01 
 1.05714347e-08  3.37775080e-01 
 1.15714347e-08  4.77646558e-01 
 1.25714347e-08  6.55749300e-01 
 1.35714347e-08  8.77955782e-01 
 1.45714347e-08  1.15040025e+00 
 1.55714347e-08  1.47945036e+00 
 1.65714347e-08  1.87167985e+00 
 1.75714347e-08  2.33384234e+00 
 1.85714347e-08  2.87284605e+00 
 1.95714347e-08  3.49572950e+00 
 2.05714347e-08  4.20963813e+00 
 2.15714347e-08  5.02180178e+00 
 2.25714347e-08  5.93951298e+00 
 2.35714347e-08  6.97010612e+00 
 2.45714347e-08  8.12093731e+00 
 2.55714347e-08  9.39936505e+00 
 2.65714347e-08  1.08127316e+01 
 2.75714347e-08  1.23683450e+01 
 2.85714347e-08  1.40734619e+01 
 2.95714347e-08  1.59352708e+01 
 3.05714347e-08  1.79608764e+01 
 3.15714347e-08  2.01572839e+01 
 3.25714347e-08  2.25313843e+01 
 3.35714347e-08  2.50899406e+01 
 3.45714347e-08  2.78395738e+01 
 3.55714347e-08  3.07867500e+01 
 3.65714347e-08  3.39377681e+01 
 3.75714347e-08  3.72987476e+01 
 3.85714347e-08  4.08756175e+01 
 3.95714347e-08  4.46741050e+01 
 4.05714347e-08  4.86997256e+01 
 4.15714347e-08  5.29577728e+01 
 4.25714347e-08  5.74533091e+01 
 4.35714347e-08  6.21911569e+01 
 4.45714347e-08  6.71758899e+01 
 4.55714347e-08  7.24118257e+01 
 4.65714347e-08  7.79030178e+01 
 4.75714347e-08  8.36532490e+01 
 4.85714347e-08  8.96660245e+01 
 4.95714347e-08  9.59445661e+01 
 5.05714347e-08  1.02491807e+02 
 5.15714347e-08  1.09310385e+02 
 5.25714347e-08  1.16402639e+02 
 5.35714347e-08  1.23770606e+02 
 5.45714347e-08  1.31416014e+02 
 5.55714347e-08  1.39340282e+02 
 5.65714347e-08  1.47544514e+02 
 5.75714347e-08  1.56029497e+02 
 5.85714347e-08  1.64795702e+02 
 5.95714347e-08  1.73843278e+02 
 6.05714347e-08  1.83172053e+02 
 6.15714347e-08  1.92781531e+02 
 6.25714347e-08  2.02670896e+02 
 6.35714347e-08  2.12839005e+02 
 6.45714347e-08  2.23284395e+02 
 6.55714347e-08  2.34005278e+02 
 6.65714347e-08  2.44999548e+02 
 6.75714347e-08  2.56264776e+02 
 6.85714347e-08  2.67798215e+02 
 6.95714347e-08  2.79596804e+02 
 7.05714347e-08  2.91657165e+02 
 7.15714347e-08  3.03975613e+02 
 7.25714347e-08  3.16548153e+02 
 7.35714347e-08  3.29370486e+02 
 7.45714347e-08  3.42438013e+02 
 7.55714347e-08  3.55745840e+02 
 7.65714347e-08  3.69288781e+02 
 7.75714347e-08  3.83061362e+02 
 7.85714347e-08  3.97057830e+02 
 7.95714347e-08  4.11272155e+02 
 8.05714347e-08  4.25698036e+02 
 8.15714347e-08  4.40328909e+02 
 8.25714347e-08  4.55157953e+02 
 8.35714347e-08  4.70178094e+02 
 8.45714347e-08  4.85382016e+02 
 8.55714347e-08  5.00762163e+02 
 8.65714347e-08  5.16310753e+02 
 8.75714347e-08  5.32019780e+02 
 8.85714347e-08  5.47881025e+02 
 8.95714347e-08  5.63886061e+02 
 9.05714347e-08  5.80026266e+02 
 9.15714347e-08  5.96292828e+02 
 9.25714347e-08  6.12676756e+02 
 9.35714347e-08  6.29168884e+02 
 9.45714347e-08  6.45759888e+02 
 9.55714347e-08  6.62440290e+02 
 9.65714347e-08  6.79200466e+02 
 9.75714347e-08  6.96030662e+02 
 9.85714347e-08  7.12920998e+02 
 9.95714347e-08  7.29861480e+02 
 1.00571435e-07  7.46842010e+02 
 1.01571435e-07  7.63852394e+02 
 1.02571435e-07  7.80882358e+02 
 1.03571435e-07  7.97921552e+02 
 1.04571435e-07  8.14959561e+02 
 1.05571435e-07  8.31985922e+02 
 1.06571435e-07  8.48990125e+02 
 1.07571435e-07  8.65961631e+02 
 1.08571435e-07  8.82889879e+02 
 1.09571435e-07  8.99764297e+02 
 1.10571435e-07  9.16574315e+02 
 1.11571435e-07  9.33309371e+02 
 1.12571435e-07  9.49958926e+02 
 1.13571435e-07  9.66512473e+02 
 1.14571435e-07  9.82959547e+02 
