1.333333 0.000000
1.332843 -0.021811
1.331371 -0.043587
1.328919 -0.065292
1.325490 -0.086893
1.321087 -0.108353
1.315714 -0.129639
1.309377 -0.150715
1.302082 -0.171547
1.293835 -0.192099
1.284645 -0.212338
1.274521 -0.232229
1.263473 -0.251738
1.251512 -0.270830
1.238649 -0.289473
1.224898 -0.307632
1.210272 -0.325274
1.194787 -0.342366
1.178456 -0.358874
1.161299 -0.374766
1.143331 -0.390010
1.124572 -0.404572
1.105040 -0.418423
1.084758 -0.431529
1.063745 -0.443859
1.042025 -0.455384
1.019620 -0.466071
0.996556 -0.475891
0.972857 -0.484815
0.948551 -0.492812
0.923663 -0.499854
0.898223 -0.505912
0.872260 -0.510958
0.845805 -0.514965
0.818888 -0.517905
0.791543 -0.519751
0.763802 -0.520478
0.735700 -0.520059
0.707274 -0.518470
0.678559 -0.515686
0.649594 -0.511683
0.620417 -0.506437
0.591069 -0.499926
0.561591 -0.492128
0.532025 -0.483020
0.502416 -0.472583
0.472808 -0.460796
0.443248 -0.447639
0.413783 -0.433095
0.384462 -0.417145
0.355336 -0.399771
0.326457 -0.380959
0.297877 -0.360693
0.269652 -0.338959
0.241838 -0.315742
0.214493 -0.291032
0.187677 -0.264816
0.161452 -0.237086
0.135882 -0.207832
0.111030 -0.177046
0.086966 -0.144724
0.063758 -0.110860
0.041478 -0.075452
0.020200 -0.038498
0.000000 0.000000
-0.019043 0.040040
-0.036848 0.081618
-0.053332 0.124725
-0.068406 0.169352
-0.081982 0.215486
-0.093967 0.263113
-0.104265 0.312213
-0.112777 0.362764
-0.119401 0.414740
-0.124031 0.468111
-0.126556 0.522841
-0.126865 0.578891
-0.124839 0.636215
-0.120358 0.694761
-0.113297 0.754472
-0.103526 0.815281
-0.090914 0.877116
-0.075322 0.939893
-0.056611 1.003522
-0.034635 1.067899
-0.009247 1.132911
0.019705 1.198430
0.052374 1.264316
0.088917 1.330415
0.129491 1.396552
0.174256 1.462539
0.223370 1.528166
0.276989 1.593201
0.335267 1.657392
0.398353 1.720460
0.466388 1.782101
0.539504 1.841983
0.617820 1.899743
0.701438 1.954989
0.790440 2.007294
0.884883 2.056199
0.984794 2.101210
1.090164 2.141801
1.200941 2.177407
1.317022 2.207437
1.438249 2.231266
1.564397 2.248243
1.695166 2.257697
1.830176 2.258945
1.968954 2.251296
2.110929 2.234065
2.255423 2.206589
2.401650 2.168238
2.548707 2.118434
2.695576 2.056674
2.841130 1.982546
2.984134 1.895758
3.123263 1.796156
3.257114 1.683748
3.384230 1.558726
3.503130 1.421480
3.612337 1.272616
3.710417 1.112955
3.796016 0.943537
3.867902 0.765615
3.925004 0.580629
3.966446 0.390189
3.991578 0.196035
4.000000 0.000000
3.991578 -0.196035
3.966446 -0.390189
3.925004 -0.580629
3.867902 -0.765615
3.796016 -0.943537
3.710417 -1.112955
3.612337 -1.272616
3.503130 -1.421480
3.384230 -1.558726
3.257114 -1.683748
3.123263 -1.796156
2.984134 -1.895758
2.841130 -1.982546
2.695576 -2.056674
2.548707 -2.118434
2.401650 -2.168238
2.255423 -2.206589
2.110929 -2.234065
1.968954 -2.251296
1.830176 -2.258945
1.695166 -2.257697
1.564397 -2.248243
1.438249 -2.231266
1.317022 -2.207437
1.200941 -2.177407
1.090164 -2.141801
0.984794 -2.101210
0.884883 -2.056199
0.790440 -2.007294
0.701438 -1.954989
0.617820 -1.899743
0.539504 -1.841983
0.466388 -1.782101
0.398353 -1.720460
0.335267 -1.657392
0.276989 -1.593201
0.223370 -1.528166
0.174256 -1.462539
0.129491 -1.396552
0.088917 -1.330415
0.052374 -1.264316
0.019705 -1.198430
-0.009247 -1.132911
-0.034635 -1.067899
-0.056611 -1.003522
-0.075322 -0.939893
-0.090914 -0.877116
-0.103526 -0.815281
-0.113297 -0.754472
-0.120358 -0.694761
-0.124839 -0.636215
-0.126865 -0.578891
-0.126556 -0.522841
-0.124031 -0.468111
-0.119401 -0.414740
-0.112777 -0.362764
-0.104265 -0.312213
-0.093967 -0.263113
-0.081982 -0.215486
-0.068406 -0.169352
-0.053332 -0.124725
-0.036848 -0.081618
-0.019043 -0.040040
0.000000 0.000000
0.020200 0.038498
0.041478 0.075452
0.063758 0.110860
0.086966 0.144724
0.111030 0.177046
0.135882 0.207832
0.161452 0.237086
0.187677 0.264816
0.214493 0.291032
0.241838 0.315742
0.269652 0.338959
0.297877 0.360693
0.326457 0.380959
0.355336 0.399771
0.384462 0.417145
0.413783 0.433095
0.443248 0.447639
0.472808 0.460796
0.502416 0.472583
0.532025 0.483020
0.561591 0.492128
0.591069 0.499926
0.620417 0.506437
0.649594 0.511683
0.678559 0.515686
0.707274 0.518470
0.735700 0.520059
0.763802 0.520478
0.791543 0.519751
0.818888 0.517905
0.845805 0.514965
0.872260 0.510958
0.898223 0.505912
0.923663 0.499854
0.948551 0.492812
0.972857 0.484815
0.996556 0.475891
1.019620 0.466071
1.042025 0.455384
1.063745 0.443859
1.084758 0.431529
1.105040 0.418423
1.124572 0.404572
1.143331 0.390010
1.161299 0.374766
1.178456 0.358874
1.194787 0.342366
1.210272 0.325274
1.224898 0.307632
1.238649 0.289473
1.251512 0.270830
1.263473 0.251738
1.274521 0.232229
1.284645 0.212338
1.293835 0.192099
1.302082 0.171547
1.309377 0.150715
1.315714 0.129639
1.321087 0.108353
1.325490 0.086893
1.328919 0.065292
1.331371 0.043587
1.332843 0.021811
